call_order,id,egpack,scene,speaker_jp,source_text_sha256,record_kind,cn_text
42,game_t00041,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,唯依,59F4EB9E2D1D46096C713E6E74FADCE177B4DE94260A8BEA3C5F874FAB3A0617,text,「…\w…\w」\p
43,game_t00042,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,5340B7BF7A468ADC1C11BC72201CA1E64DCE4F578FA7CBC7F792CAD9890E57A4,text,……可是——\p
44,game_t00043,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,4C4ECEEA2EC31FD250FE608B0FAAEA4FCADC159CB5D09752CAF74AD23B2D6EE8,text,前线此刻仍在不断逼近日本。\p
45,game_t00044,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,B440ECE3F7CE2F648DAD86AA82E106D67FF450FF6FD3EDFEB85807354E153AB5,text,每天新闻里报道的，总是大陆战况和战争难民。\p
46,game_t00045,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,E144BF0CFB228ADC0B8E2539EC7FCD8016230B1F7D5EE01AB491EBCE445B9914,text,这个国家正面临危机，是不容置疑的事实……\p
47,game_t00046,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,FA549F4EEE58B9D795AB8910588EBCB3E2D2CB9D040E22ED79C86B7939CBA27A,text,可是，在这座和平的城市里，究竟有多少人真正接受了这个现实……\p
48,game_t00047,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,85AE576E61F870B4044EA3EFDAEE49EBB2157224292913753C254E2C82A5DFF5,text,自BETA开始入侵地球以来，支撑远东欧亚战线的日本变得十分富裕。\p
49,game_t00048,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,唯依,FC1BB2D07B8CA4CB833A8FC775711F88FDC75DF9188537E5BF556C9021D9D39C,text,「…\w…\w…\w…\w」\p
50,game_t00049,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,8A3180107C4981F99DE4EDC5610F1C5F9EC973CD3F3AA8B979FA0ACB2265C301,text,日本和平得让人难以相信，地球正在遭受外星生物入侵。\p
51,game_t00050,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,A1D975ADB4B1C8F65B9A8670599E0C06DBF30FECFE2140DD2C48991353C769AB,text,清晨一到，与昨天毫无不同的今天便理所当然地开始；生活中也没有任何足以危及生命的匮乏。\p
52,game_t00051,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,ECE7E6B04396108DD13D41C8E9E2EA02F335CC03BEEEDB0667ADE6F73087A53D,text,从人们充满活力的生活中，完全感受不到他们对近在咫尺的战火有丝毫恐惧。\p
53,game_t00052,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,FAA5C3C8D9C430DAE71197119140CFB78CB328A3F8B748D798FD49B4F00BF4EA,text,对许多日本人而言，BETA大战只是电视画面另一端的“现实”。\p
54,game_t00053,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,唯依,94551F315FE710A6E8908DA90047BBFE17B375C1D29FA1C88B837D47BEB14F44,text,「正因为如此，才需要我们……」\p
55,game_t00054,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,BEDCB7531C8E313AADC4F5C1C5986D68A46A27A591598F42626818D339623EED,text,生于武家的我们斯卫军，才更必须做到精锐无双。\p
56,game_t00055,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,118238623FF5E5CA50F5FC9B516216EB5ECB34D359C501C61748C748B6CC9E47,text,我们要早日成为正式卫士，拼上性命守护日本帝国皇帝陛下、政威大将军殿下，以及国民与国土。\p
57,game_t00056,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,43EDBDC99B9C7D2A1FD6581C7B3889577EF9C40F364D63E1D4146069B1EEAF19,text,更何况，我是篁家的独生女。自德川时代起，篁家便获准进入将军居城觐见，是享有殊荣的兵器制造世家。\p
58,game_t00057,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,旁白,0E12FE9F33044A318081CD5CC505EFB69B9DCC4DCE24C40AE66C3FC85CCD73B2,text,为了不辱家名，我必须时刻严格要求自己；即使在训练学校，也要为其他家族的人树立谱代武家的典范。\p
59,game_t00058,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,声,D5A4A62F36F99102B2C1B6C6B1DD515E68E6AE039ECD58952B083E5D07A88ABE,text,「——早安，唯依。」\p
60,game_t00059,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,唯依,0D94E4DBBF4661812991A60F33321D6C46A949561C4ABFBF6555EA9BA0E8F989,text,「早、早安。」\p
61,game_t00060,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,51F42F9D614E4EACB7D402AC33314B8F31C813D3E710EF11A3E8DB6D9084C188,text,「搞什么嘛唯依，你又在看教材啊？」\p
62,game_t00061,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,唯依,7613FE172406C49893EA0844BB35372A2C45E4D2F26460C36293F03E851CB5FB,text,「没有，只是刚好有点时间。随便翻翻打发时间而已。」\p
63,game_t00062,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,053EF062F505BF458ACC27ADD98C90784BC0CA438CB48E2CD2A0DC32ABC8470D,text,「呜哇——教材这种东西，就算闲着我也不想看！你可真厉害！不愧是我们的小队长大人！」\p
64,game_t00063,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,唯依,19A342C5A7C4F2B28B8E5A54D966E74BEB58F9A042CAEF1157FB06E7E93FC6AE,text,「真、真是的，安艺，别拿我开玩笑。」\p
65,game_t00064,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,F6246F4CCEE68A6EBFE844C2D0C83BB8B23AEEB29DE868E5AE27513432734444,text,「哪有哪有，你每次约好见面都早到，家格硬塞给你的麻烦差事也从不抱怨。唉，我们家是外样真是太好了～」\p
66,game_t00065,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,志摩子,FD7133A9396255772D1B78FB1F5B549A083A80BD611122C12D8DA53393FE948A,text,「安艺……这种事，就算是外样也该好好做吧。」\p
67,game_t00066,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,和泉,E7B3EEF609EB10A0284F821C97201086BC30A5CBA900078DB36A33F1BC6DF790,text,「就是啊。也替我和志摩子想想，别害我们因为同属外样而被当成一路人。」\p
68,game_t00067,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,7E9B4F9AC9841298F3B6583DF2187C1C150B39CCDB1854547B18ED95022814CD,text,「咦？你们在说什么啊？」\p
69,game_t00068,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,和泉,7AD76822FD844C04B32ADECEFDC14500A3B0B3F7D1BF5A286B01A53FD46CCD8A,text,「拜托啦安艺，别把我最后那点自信也夺走。」\p
70,game_t00069,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,BC7A098D25881F2EE326D839EE24B360A5EDDCBB8047E268258874400E27B936,text,「底气？」\p
71,game_t00070,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,和泉,E2930DBDAAD3DC5843095163E022EE81AE052B2AFA2027CF6D33DE5F6C199CCE,text,「撇开武家的矜持不谈，说真的，我非常担心自己在军队里到底能不能干得下去。」\p
72,game_t00071,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,B503CB7A3A8C6D1FF4A0612C99FB4BFBA355AEF77DE4BA5967B41837276524FF,text,「啊——原来是这个意思。……嗯，那倒也是。」\p
73,game_t00072,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,和泉,C73261021B8BA8A757BF82B71E2F6D09A623A67A923DCE81E260F08ED391440A,text,「我唯一能让自己相信能撑下去的依据，就是自己被选入了门槛极高的卫士训练。明白吗？」\p
74,game_t00073,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,A1B0113765641B336FA22C98C584C67DAFD7140DC3414BBEBD085C5AA1C672C6,text,「嗯嗯，我懂啊和泉～坦克兵和机械化步兵可惨了！能被选上当卫士真是太好了！」\p
75,game_t00074,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,FEA52FF724D061705EDF64BF0B9B11BC4D7D7448B33E578BE29D6B8FD6DFEF09,text,「喂，和泉，你躲什么啊！」\p
76,game_t00075,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,和泉,AAB0DDEA90321B0C6AEE2D6B7A2A9EB74E5A4F6320F9EC8CFDBE32ADBD8E044C,text,「所以我才说一点都不好。连你都能被选上，我那点自信早就碎得一干二净了。」\p
77,game_t00076,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,D2079F8B908C4BCD10F1BDB9D2422A6B17DAB5318E3EA150379179C1522D2195,text,「——你什么意思！！凭什么因为我就碎得一干二净啊！？」\p
78,game_t00077,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,志摩子,1C3B76259B6EB2124C939DC0B5EAA5BAA44DCB9733AF766042A899BD3DC4B9D1,text,「喂，安艺……！和泉也是……！」\p
79,game_t00078,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,和泉,10BA5BCE4AF797595F3C412915FA8B3C0C361A114C8F1D028D2DE89449D5D0D5,text,「就是这种地方啊。唉，看来卫士选拔根本不看武门品格呢……」\p
80,game_t00079,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,83BCAC54A6E8A33E46DCE2E42F5591E887E6D53B24B425F5EC04FEF224704F11,text,「唔唔唔……！既然这样，和泉，你也给我拿出点武家小姐的样子来！」\p
81,game_t00080,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,和泉,628E9824780279730FB38DFD4C3314B991F35F40D1CFF67C15CC9A724C3318E7,text,「哎呀，如你所见，我可是——」\p
82,game_t00081,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,9BFDC16CC5DD2FA356A298718747BB282B8D773C52B31912446AE897EE970FF7,text,「——男女交往要注意品格和分寸哦？！可别放任自己沉溺于淫乱情欲！！」\p
83,game_t00082,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,和泉,456F1D5992DF9C98F4A442A905BA7CF19BC0D0511EFC3BE97631AE0BF1F0578E,text,「——你你你说什么呀！？我、我们才、才没有，那个……！！！」\p
84,game_t00083,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,志摩子,FC6BC32CEA30007C0144FB97FAA9A4677F8E850CECA3D3E385799AA96F381FA7,text,「真是的，你们两个！」\p
85,game_t00084,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,唯依,FC1BB2D07B8CA4CB833A8FC775711F88FDC75DF9188537E5BF556C9021D9D39C,text,「…\w…\w…\w…\w」\p
86,game_t00085,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,声,748C504E4FE922D6ED39E6465FF2E34E5C43FA46D2B0DDFA01013CB280BB498E,text,「——武家的大小姐们可真轻松啊～」\p
87,game_t00086,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,女学生１,02BA404179F5F524A2DBAE122F9A504C9B57A16684F6BA79CB7AFBF4B81673D8,text,「大早上就闹成那样。明明是在军队里，居然还玩得那么开心～」\p
88,game_t00087,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,女学生２,DBF140D543930AEEC6BE2C278C375124F47FB892ABBADAA17F88D0423EDD40B7,text,「才不是，听说那里是什么“大小姐军人教室”。我哥在陆军，他说的。」\p
89,game_t00088,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,女学生３,EA1A334ECEEAF0F71F7020AF1F062F54583D09E93D446D14B55768B327BB071B,text,「诶～所以当兵也只是‘武家小姐的修养’？哈哈，那不就是新娘修行嘛。」\p
90,game_t00089,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,志摩子,F8AC2E51A224E6E8C4E8FF7BF2326F509529C83DF54B9C6EF94AA23833B924F3,text,「……安、安艺，你声音太大了……大家都在看……！」\p
91,game_t00090,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,安芸,773ABD7AEAF4A80A260311F6D16E1B6742EDCD76FAE39BEA7B558362BCDDB2A4,text,「啊，抱歉。可是和泉她……！？」\p
92,game_t00091,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,唯依,5B51FABA9A62778D78532AD1FFC8D283EB16C23130A7440F48A0A4B6EB5B6B55,text,「――！」
93,game_t00092,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,志摩子,F512EB7206174A3E1F0603EA0ADFBB26338E9D22A3188BD3C5E28723124E3DFF,text,「…\w…\w！」
94,game_t00093,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,和泉,16E3CA25E9069BAC8122ACD0A12ABA6DF0A6C8529E97A390A3869AE0CB8E920D,text,「……！」\p
95,game_t00094,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,同期生,59F4EB9E2D1D46096C713E6E74FADCE177B4DE94260A8BEA3C5F874FAB3A0617,text,「…\w…\w」\p
96,game_t00095,０２０：１９９７年_04：登校　背景状況説明　４月１４日.egpack,０２０：１９９７年_04：登校　背景状況説明　４月１４日,同期生,16A6BE33CC3E06150FC276CD078673434441A3CAD805A4B261B9D9544F4A0D00,text,「……！」\p
