call_order,id,egpack,scene,speaker_jp,source_text_sha256,record_kind,cn_text
27,game_t00026,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,04B4AA545DA51FBA2F5F1E4239411FEFF5717DF8429B0CFC0C83D4BA0B4704F6,text,「……那就没办法了。神宫司麻理茉少佐，现解除你的职务」
28,game_t00027,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,2F5DDCA1C317CAB54825B04E30D23EB62EC14CC07128C6CBC0DF4BC4AF52DB26,text,「嗯……」
29,game_t00028,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,E727AF45CEB7B00168FA5636D59967A148F28CBBF489434ED20CA01AFB13CF18,text,「将她拘束起来。给神宫司麻理茉少佐戴上手铐和腰绳——」
30,game_t00029,010_プロローグ_011_プロローグ　神宮司まりも更迭.egpack,010_プロローグ_011_プロローグ　神宮司まりも更迭,,0CD557C3CEEA4645F2B5B21A9043A326BA8C95D612EDF996C00827259D476FBF,text,「令人遗憾啊，少佐。……像你这样有能力的人却不得不被撤职——」
31,game_t00030,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,F1FABDF39C6B3EDA175234BA4FF144E47C9861A34BD9E0ABCA1319CF3AF7914D,text,「接下来是关于正在卡尔湾紧锣密鼓建设中粮食生产平台的报道」
32,game_t00031,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,ACE7DB042F47B67F7FCAEB96F62C42812A0D7FDFE8201687C176A9C53525217C,text,「今天连线现场。那么，现场的根岸记者请讲」
33,game_t00032,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,5472C9DEDF438E022D2D34A6D9149FEF40D5A683301652B9D64BF60EE63AFF12,text,「是的，我是根岸。今天从卡海峡的生产平台资材运输港为您报道。我的身后矗立着平台中央的管理中心。」
34,game_t00033,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,0FC601A38FBDEACB042F42B7B1E9A01DC8F1925476EA9471129C1F73605E1A94,text,「从上次来看，感觉已经高了不少，但即便如此，距离完工还有很长的路要走。」
35,game_t00034,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,E4B5FE7696638BDF7CC5827AC4FD91F8F7ED1B8E21AED08C1D77D00DDB8DF6AC,text,「根岸先生，听说1号平台的试运行计划在今年内进行，这样的话管理中心岂不是要在未完工的状态下运行吗？」
36,game_t00035,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,F3EBECC5E554AB3F1668D3676691766981B06A2E2488EE70E907F91E601217F6,text,「——是的，平台方面是模块化的，之后可以增建，但管理中心就不行了……以往是这样说的。」
37,game_t00036,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,B189F143E98D032D6BDC669DF60B6006DBAA58E02F8B4439FB79576D62DA2488,text,「但这样一来，1号平台的启动至少也要等到明年春天。显然，这只会让本就严峻的帝国粮食状况持续恶化。」
38,game_t00037,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,4E3B51186A28FB131B0999F6DED32698AC635688749D9BA66B9076E27C94CD75,text,「因此，政府大幅重新审视了整体设计和施工方法，通过革新的改进解决了这个问题，使得年内试运行成为可能。」
39,game_t00038,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,9705D9497B2810CD7676A2B055477CA78AE6B7AEB76BE8481CD4E3B60537C342,text,「虽然详细情况尚未公开，但据说即使在目前这种建设中的状态下，管理中心也几乎具备了足以运行一个平台的充分功能。」
40,game_t00039,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,EA071C93D5D037C9874E9E0E3255D32B08B1A45A1C484A32CBBF0781A98E217A,text,「喂，差不多行了吧～？」
41,game_t00040,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,A2149CC0FAAF3B1E9832ACAE0490499B81C43DF70319EC2711C97EBA0348B5E2,text,「啊，请别动！你看，领带都歪了！」
42,game_t00041,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,C54AA57F96DE1B69E1E57EAF0E5F1E910DD82AC9C8E08D7FFE36F8AFC683C65A,text,「也就是说，那些传闻——比如无视作业人员安全的蛮干劳动，或者赶工建造的平台会生产无法彻底去除对人体有害的重金属等劣质产品——完全可以认为是杞人忧天，对吧。」
43,game_t00042,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,1DF7E658FA59D6B5D16EEF0094A4CE34D192F27CCA21F5440217B058F9094ECB,text,「当然！即使站在现场，也能感受到主导的帝国军以及所有参与施工的人员士气高昂，充满了热情和自豪——」
44,game_t00043,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,F100D87B4D267C905042D7B2A986ECBF46ABD0B5982FE3772A4A38C28B08791B,text,「1号基在管理中心未完成的情况下运行，是由于施工方法的不同所致，政府也明确表示这对生产出的物品质量没有任何影响。」
45,game_t00044,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,09F0DE0E2226738E8B1988B399C8986C66BC79B13CA70448D040868F9D328D08,text,「这里这样……这样……」
46,game_t00045,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,D32350284F0B41E0D3F006C0F0B3BE4D1A49B36C815893BB81FC378599D4CE11,text,「不如说，这是我们遭受前所未有灾难、失去太多之后，为渡过难关绞尽脑汁、不断改进的结果，所以这幅景象难道不值得我们骄傲吗？」
47,game_t00046,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,5A4E7E43CE64331786AFACEABBA21DD5A0591453365FB4B71F11C8BFA808EFE1,text,「原来如此，说得完全正确。」
48,game_t00047,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,A06A886DEC876E3E3B84892FFD8BB7A18DEE8771F9A59F5FABD3C543FAB53947,text,「喂喂，差不多真的行了吧～～？」
49,game_t00048,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,5A6F73B4502976FD560B79600269F744EA68B508A58A99955D883211624805BD,text,「再稍微……像上次那样多丢人啊……嗯，好了！」
50,game_t00049,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,A331278DE9A051D523497187289A9910852F2D124781545C1CC4E8827979A538,text,「好了，久等了！可以了，龙浪中尉！」
51,game_t00050,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,88810F1464C8A608B6DE798A7A3F09166A2E152BFD3E45C0ECAEBECD9A579F5E,text,「嗯，完美搞定！」
52,game_t00051,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,9F1A55720C86159A596DF49DE1A84F27EE888B9402EB074F8AB33C9A119DCF2A,text,「哎呀呀……」
53,game_t00052,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,2899FD96D83F48E9989C89CA061ED58AC1C102E6CEFA334A63BC23E20C246D24,text,「今天电视台的摄像机也要来，所以必须把仪容整理好！呼呼呼……」
54,game_t00053,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,C5F3ED9700E63BC9EA0C14BB4FE1D5D943F3C0753192F77E952E798D44AEAD11,text,「以上，由根岸从食品平台建设现场为您报道。」
55,game_t00054,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,7EC345F5A696CE8B732EE858A07CBD69AB18198CB20D4E376D20CAE4FB6451D4,text,「是的——这家食品平台最终计划建设到3号平台，政府预计，在全部投入使用的一年后，帝国的粮食状况将得到大幅改善。」
56,game_t00055,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,92228240EA2ACCBE77B1B2095364FB8138AA77B5FB7E06AC3F6096360A6C2AE0,text,「喂——！大叔——！」
57,game_t00056,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,C80D1A479D3A9E7AA3B64D0764AF658389701D4AC4FF6F1EBFF87F1752386349,text,「哦——！小姑娘！」
58,game_t00057,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,C61EAB007364E9B2F35D6CD5F5B3FF735C58DDC1ED7005057C9FDD0B7F57A04F,text,「你好～～！！」
59,game_t00058,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,BEED395BFF5FDE27F267287BCD6BC24310AC7EB2D24EBA5758BD20866A35BA7D,text,「哈哈哈！怎么了，有什么事？」
60,game_t00059,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,655F194BF43D01A1FF1C28F0FC80DCA75877203DACA5309E4370AFB29690759E,text,「现在是休息时间～！咦？艾伦她们还没来吗？」
61,game_t00060,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,E6B7A49E511D1FC0E7B4B5C73FCAD050D5CA749384CF4B86B3612455593107DF,text,「接下来是下一条新闻。自大海崩以来下落不明的油轮已被发现。」
62,game_t00061,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,22AD48ABF38B1DA38AB2BB774A503A8D9057B0579757018B1A364559977652BD,text,「这艘巨轮是联合国军所属的潜水母舰拖曳用油轮，发现时正拖曳着4艘潜水母舰。」
63,game_t00062,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,44C61B3ABBC86D25778CB123573DBC0B1A6AF09E3189264485969B21B0EF51C5,text,「啊，美樱乃少尉！艾斯少尉和千堂少尉也还没来呢？」
64,game_t00063,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,A6193C5D17A1F47E600880E25629814054A98A7BA12E28AC7C31080741A3CAE1,text,「怎么，又在开茶话会？楠本你这家伙，别老偷懒啊？」
65,game_t00064,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,D844BBDD0B545C1BC5D6BA27A892F64EC4D27CC25C859F2A1DDF4BF9B622B1F7,text,「真是失礼啊～！我可是好好干着呢！」
66,game_t00065,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,7E05FED3B9EDF504D75F09563E51D0011B8321226E94C4CB062A346BD1ABAEA1,text,「哼……」
67,game_t00066,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,D65989FAF1A8FF1C24725F661B8EB2377C3DD8394C534D883D2010264C06113E,text,「发现巨大漂流物是三个月来第一次。――不过没有生还者。」
68,game_t00067,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,0339E2D657C92CCD3A7949C82C601EAF3A8338FCF0F20FEA973A3C0B16673498,text,「你好～」
69,game_t00068,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,3D2313978BA22D9665FABAEBB5159C3F9DAFEDF5E6E84249A647FC35355D1967,text,「啊，艾伦酱！好慢啊～。你去哪了？」
70,game_t00069,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,A8DC84B55B51EF36EFED5F7248E13B8C531B4FAEB09A53CE91F39806121B9DEB,text,「唔呼呼呼呼……稍微有点事～。去看了点有趣的东西哦～」
71,game_t00070,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,20E1BB21FAEC566FAC01C21E7968CA46E4BA03CCCBF3F9F91469584C4F1975C5,text,「诶？什么什么？是什么啊～？」
72,game_t00071,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,2473D09BA3B79200C8CCF20DEB883362C28F384C30C368FD32903A1C014F2466,text,「正在为采访做准备而打点行装的咱们队长大人，和他的经理人……不，那已经该叫管家婆了吧……唔呼呼……」
73,game_t00072,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,D0FD730234D4999592DE5976EDB5D89B02A7935F1EC22DCF62D9804479587015,text,「哇啊～，偷窥这种爱好可不怎么样哦，少尉。――那么，关于管家婆的部分请更详细地汇报！」
74,game_t00073,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,4477DEFBACD6D7B90D6D7B073CAE64138847BEB2E9C015317BBABD2532714814,text,「等一下，你们在说什么啊！？」
75,game_t00074,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,9356DFDCF7A244BF8DC5CD978D1E970809A993D7BDAE60D768858F2623A2E9BB,text,「这艘油轮目前停泊在西雅图湾外海，但关于船只的占有权，所属的联合国、发现它的日本帝国军、以及停泊地美国各自持不同立场，预计谈判将十分困难。」
76,game_t00075,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,FAB4C97DFC23B4BDE51B5DF45A08D4768485AB0AA0BF285AB5EC627B564D752E,text,「接下来是有关煌武院悠阳殿下的话题。」
77,game_t00076,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,A19E6AE372549A17D286C1F940A7A07030493FFD9BB9FF8AA276BA07D87D3A02,text,「抵达西雅图后的两个月里，殿下精力充沛地访问了各种设施，今天早上为了慰问来到了南希尔居住区。」
78,game_t00077,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,46870C9CD91486BE308741055C8A6465991332C90976A47F9AC6CF36CE5742DC,text,「该地区有专门收容独居老人的区域，前往地区集会的殿下受到了等候在那里的居民们的热烈欢迎。」
79,game_t00078,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,6ED3130100DCAB85A27BAE13F7EFA3D16805EF18EB8E6A46BFD77F4836D7A1DF,text,「失礼了！」
80,game_t00079,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,3F65177A6B3CCD4F46651891E8A42DFBD1D583924E97830A519829C400A7EAF4,text,「殿下发表了长达三十分钟的讲话，之后直接与居民交谈，鼓励他们克服严冬的寒冷，这场景也令人动容。」
81,game_t00080,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,435DAD8508E6FD9BA374B262C67A39818AA0007781629AB83E3706598734F218,text,「下午预定访问该地区的医疗设施。」
82,game_t00081,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,8BDA64ABF19739F1FC6D66F55147E0C350F74A4C376686D68C383A818B536183,text,「那么，这里有一则通知。帝国国营广播西雅图支局将于近日播出特别节目，介绍在第七次西雅图防卫战中表现出色的日本帝国军·龙浪响中尉。」
83,game_t00082,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,1C0901AC2AF0CEE4B40085C57D7E6F15E9AC5293D4B03D137A4B11E5F12629C9,text,「如今的名字可说是无人不知的龙浪中尉，我们将不仅介绍当时的详情，还将展现其人品、日常生活，以及——」
84,game_t00083,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,B8237AD911CBE641CFB269C9D825F1503C41C5893CA8B7F7DFAD5F2A8C9EC725,text,「——预计也会谈到让中尉一跃成为英雄的横跨北美大陆之举。」
85,game_t00084,010_プロローグ_012_プロローグ２　ニュース概況.egpack,010_プロローグ_012_プロローグ２　ニュース概況,,A653ABF66C5D5EA6716FB203EF65885BA86D206C38491F9CC5045CBE0B8550D9,text,「以上是今天午间的新闻。」
86,game_t00085,010_プロローグ_013_デイアフター世界観説明.egpack,010_プロローグ_013_デイアフター世界観説明,,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,structural_empty,
87,game_t00086,010_プロローグ_013_デイアフター世界観説明.egpack,010_プロローグ_013_デイアフター世界観説明,,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,structural_empty,
88,game_t00087,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,AF7367CB30E351D71CAF72F7FC4CEC0909DCCEED735176C7C5417CCCB00B9F91,text,「作为欧洲派遣军在欧洲战线遭遇大海崩。之后与美军共同作战，横穿大陆。接着在第七次西雅图防卫战中冲入敌群，用大型炸弹将其歼灭……」
89,game_t00088,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,8AE95DC474AEFED8478CE4CD9F206EE55E36081EA5CA10A0906855166973C63F,text,「忠诚至极，粉骨碎身，其活跃表现不仅受到日本人，也受到美国市民的称赞。」
90,game_t00089,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,0D37AB6337FC93EE91970DE661757913DD4BEB5D4FAB9FC76533B475BAD303F2,text,「只是从履历的字面上来看，很容易想象出一位强悍的军人形象，但龙浪中尉比想象中要……纤细得多。」
91,game_t00090,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,EF2AC61AF4539C1C0DFD080074EA011EA9503F5EF25CBBD0DD5F478D824124FA,text,唔唔——！？
92,game_t00091,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,4B19FD160C97BE814D847D07EF4ADF2C6AF02126BF819E67FD28113B128575E6,text,「能够完成如此艰难的任务，是否有什么与其他军人不同的理由呢？比如精神特别顽强之类的？」
93,game_t00092,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,CB6CDA48BB607861F3461E1001EAABD047494CF0A6278BB7902E6821672AC964,text,「——不，我的精神力与普通军人并无不同。只不过……美军的朋友经常说我燃料效率好就是了。」
94,game_t00093,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,BE4140933DF340C5079FD8F7FAE02944E7D7FE4790D6785CDD672B8996BD9F12,text,「哈哈哈——！」
95,game_t00094,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,41DD4E9F99B606D1F365A18AC821170E8B44D87188C7899E5FB16D1B0DABD08E,text,可恶，我跟着起什么哄啊——
96,game_t00095,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,B38D24AB83312C583B97AADCA51E8DF32DECA5820E109B71AD7C839AAC34E93D,text,「说起'美军的朋友'，那是在大海崩之后，我在东海岸被美军保护的时候……被强袭登陆舰拳师号收容的那段时间的事呢。」
97,game_t00096,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,CF019237B8A416FCEDB6A756BDDED5CD72FA393F4BF1B55E8CDADF4F061C573E,text,「是啊。我们欧洲派遣军在大海崩之后，遵照日美同盟，进入了美军保护之下。……拳师号上的家伙们都是些好人。」
98,game_t00097,020_２００５年１２月０１日（木）_020_インタビュー後半.egpack,020_２００５年１２月０１日（木）_020_インタビュー後半,,DDD2A8463976722C5558CEC00E7FA6AF9226010DF1DEA0DEE3B3E02BBBA182BF,text,「原来如此。在你们被拳师号收容后不久，与法国和加拿大的战争就开始了。能跟我们讲讲东海岸的战况吗？」
