call_order,stable_id,rio_file,scene,source_text_sha256,translated_text
35,pf:static:photonflowers11.rio.002:199353776:00025261,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,B897247A035C9245A5808D77507CCC862408900938DC5107ECC9A60F02D05BC4,【教官1】「——怎么了，神宫司！你这就跑不动了吗！？」<01>
36,pf:static:photonflowers11.rio.002:199353776:00025453,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,4C59748B725FC2A09599E8D4766CC490F6810404E9453209267D11ADCC60E3F8,【麻理茉】「——没有，<03>教官！！」<01>
37,pf:static:photonflowers11.rio.002:199353776:00025541,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,20C57CB2DDCE70FB9210536C04F33BF6493CB3123E1B24849A8A2AAC2C181509,【教官1】「下巴都抬起来了！——给我跑快点！快快快，再给我快一点！！」<01>
38,pf:static:photonflowers11.rio.002:199353776:00025891,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,C7356D36A5D520739F8336D4ED3095D83AC08B111E38CE7F81FEEE66686B4E06,【麻理茉】「——是，教官！！」<01>
39,pf:static:photonflowers11.rio.002:199353776:00025973,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,AB0E47423A054F9E0EF88F9629D194714C195C952F00B30C7ADC8162232B2981,在这片被刺眼阳光、灼热与湿气支配的辽阔训练场上，<03>我榨尽全身的生命力奔跑着。<01>
40,pf:static:photonflowers11.rio.002:199353776:00026275,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,52FA4A987D75624DDB5F576AB5C3F8111D8D6770245CE2025E5DE26365724DE2,【麻理茉】「哈啊……<03>……<03>哈啊……<03>……<03>！」<01>
41,pf:static:photonflowers11.rio.002:199353776:00026369,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,D6F8CD72F796D00DEE604BE1A910AB34F37E1D0F4924837A59B78C681FC417C9,透过从地面升腾而起的热浪，<03>我看见了下一个射击点。<01>
42,pf:static:photonflowers11.rio.002:199353776:00026605,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,0A78386B5B31597A669BD197561CC5A4D45E931A41AB87DFAFD905AF1478A158,油桶和竖立在其前方100米处的射击靶，<03>都在热浪中影影绰绰地晃动。<01>
43,pf:static:photonflowers11.rio.002:199353776:00026849,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,111CCA65C039AB82401A8DFBD6A2A73B23B9FF9D4963E1EE93AE838F147E8EF0,我只顾朝那里拼命奔跑。<0A>就像一个在沙漠中遇难、被绿洲蜃景吸引过去的人。<01>
44,pf:static:photonflowers11.rio.002:199353776:00027233,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,52FA4A987D75624DDB5F576AB5C3F8111D8D6770245CE2025E5DE26365724DE2,【麻理茉】「哈啊……<03>……<03>哈啊……<03>……<03>！」<01>
45,pf:static:photonflowers11.rio.002:199353776:00027327,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,DC094E64E56D3722EA7D1F1531750AFC3CE5FFE03A35DD4B4E7FBE36DB1C3042,我借着奔跑的冲势，<03>几乎扑倒在油桶旁，迅速占据射击位置。<01>
46,pf:static:photonflowers11.rio.002:199353776:00027615,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,063A1A8141910E5CC774C1CD045F0DC71B433E0DC5FDFCCAC04CEE9902A7A479,随即摆好射击姿势，向目标开火。<01>
47,pf:static:photonflowers11.rio.002:199353776:00027725,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,8FF3E389964D8CB67110569D996089DAFD1DDDE2DE0765641CE13370295F3FBA,然后立刻朝下一个射击点跑去。<01>
48,pf:static:photonflowers11.rio.002:199353776:00027885,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,52FA4A987D75624DDB5F576AB5C3F8111D8D6770245CE2025E5DE26365724DE2,【麻理茉】「哈啊……<03>……<03>哈啊……<03>……<03>！」<01>
49,pf:static:photonflowers11.rio.002:199353776:00027979,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,515BB45EEA35D72AA2F84ABBA6FBFF48DCFA7CBF590CDDDCA75E763C8B9B1012,这一连串动作并未经过我的思考。<0A>身体只是在执行平日训练中反复练到本能的动作。<01>
50,pf:static:photonflowers11.rio.002:199353776:00028389,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,421A8D270726900FA69192ADD43321922AFFC1945B61FA6C5E4F2616125E234F,否则，<03>凭我现在的状态，根本不可能做到这些。<01>
51,pf:static:photonflowers11.rio.002:199353776:00028613,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,52FA4A987D75624DDB5F576AB5C3F8111D8D6770245CE2025E5DE26365724DE2,【麻理茉】「哈啊……<03>……<03>哈啊……<03>……<03>！」<01>
52,pf:static:photonflowers11.rio.002:199353776:00028707,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,E4E3C41F09646F79C5C03092EC6C103B01334EC29F8D395C316D7B774FCBC327,在这样的烈日下……<03>……<03>全长4公里的射击路线，<03>我已经跑完了4趟。<01>
53,pf:static:photonflowers11.rio.002:199353776:00028985,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,AD4C5D86DBA73E92DC9A2D2A8790BC88C21B49294345C721CE6BDE17460BCBD2,今天进行的是循环训练：<03>这条路线总共要跑5趟，<03>并记录每一趟的用时和射击成绩。<01>
54,pf:static:photonflowers11.rio.002:199353776:00029465,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,E122FC0EE68559A12465F5DF0E5C54A7DA28440128DF66FD940D615F32974080,每跑一趟，速度就会变慢。<0A>正因如此，<03>最后决定结果的就是射击成绩。<01>
55,pf:static:photonflowers11.rio.002:199353776:00029721,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,52FA4A987D75624DDB5F576AB5C3F8111D8D6770245CE2025E5DE26365724DE2,【麻理茉】「哈啊……<03>……<03>哈啊……<03>……<03>！」<01>
56,pf:static:photonflowers11.rio.002:199353776:00029815,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,07FA4CEB8214137011F5AD73D1EF9162C83F8E8B7F63311AD939C79797A2D520,如果只需要跑步和射击，<03>哪怕是在这样的烈日下，也不知会轻松多少。<01>
57,pf:static:photonflowers11.rio.002:199353776:00030101,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,C91955F4E4AEE468A550A5D597ADFA517528B95BFE44CABDDFA55E3FFED53A5F,要是没了这个背囊，<03>这种训练简直就跟徒步旅行一样。<01>
58,pf:static:photonflowers11.rio.002:199353776:00030335,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,2AB2FFB911A3D1635AFE5450737B6E754751B33B8F87B3C7502EA5484DB69CB1,塞在背囊里的30公斤配重，<03>不断加剧着疲劳、疼痛和压力。<01>
59,pf:static:photonflowers11.rio.002:199353776:00030665,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,B824CD0FDA8558D86364530457D3A196B192C26BA24F497B6B3576348F6FBFB7,看来……<03>……<03>我的体力已经快到极限了。<01>
60,pf:static:photonflowers11.rio.002:199353776:00030773,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,8859C3F3B2358D05A81688CD65A5710B895F98F53D852ACF820421E0A975F211,明明只有3公斤多一点的突击步枪，<03>现在却重得仿佛能把我的双臂扯断。<01>
61,pf:static:photonflowers11.rio.002:199353776:00031043,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,534FD983D5F5F8AF21532E06EC07BEB901D72B06CC458813493AA8BDDFC3C5C4,不止如此，<03>甚至连无情炙烤着我的阳光，都仿佛带着沉重的压力。<01>
62,pf:static:photonflowers11.rio.002:199353776:00031221,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,B2F252CE8D14F4C3126F96BE776F658EE0ED612737CCB15320CFCFC7CF8D386F,明明最后一个射击点就在200米外，<03>对现在的我来说，却遥远得令人绝望。<01>
63,pf:static:photonflowers11.rio.002:199353776:00031539,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,52FA4A987D75624DDB5F576AB5C3F8111D8D6770245CE2025E5DE26365724DE2,【麻理茉】「哈啊……<03>……<03>哈啊……<03>……<03>！」<01>
64,pf:static:photonflowers11.rio.002:199353776:00031633,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,48A97F711593B4B828629A3FF249DD4D315E4CA0458C1B0E797B1547FA1973ED,这项训练并不轻松，却也绝非无法完成；<03>它被设计成恰好让人稍稍超越自身极限。<01>
65,pf:static:photonflowers11.rio.002:199353776:00031939,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,265F2263D31849620B2DDA4128344B63327809EE983F26007FBF5111118B18D5,还真是设计得滴水不漏。<0A>想出这种训练的家伙肯定是个虐待狂。<01>
66,pf:static:photonflowers11.rio.002:199353776:00032155,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,68053C037816C8E273A721532D0C5304C8EFAD060BDF6FF4E1B49F87AD443891,没错……<03>……<03>军队就是虐待狂的巢穴。<01>
67,pf:static:photonflowers11.rio.002:199353776:00032371,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,52FA4A987D75624DDB5F576AB5C3F8111D8D6770245CE2025E5DE26365724DE2,【麻理茉】「哈啊……<03>……<03>哈啊……<03>……<03>！」<01>
68,pf:static:photonflowers11.rio.002:199353776:00032465,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,8CE5EF8F715D07A11889CE097AC785C1AE75056B33BEA28A963619D0314E97D8,最后一个射击点越来越近了……<03>……<03>我马上就能从这种枯燥又严酷的重复作业中解脱。<01>
69,pf:static:photonflowers11.rio.002:199353776:00032737,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,ADAFE409FDC44E8261829BF49070845E0618A14E347885D4A26C17048E448AED,我狠狠振作精神，<03>驱使这副正逼近极限的身体继续向前。<01>
70,pf:static:photonflowers11.rio.002:199353776:00032857,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,375DBBF3A846699E3AEC69E98E291D6E574D5EBF7A9A8F5FFF6D27BBB3FDB187,【教官2】「——最后了，神宫司！拿出你的毅力来！！」<01>
71,pf:static:photonflowers11.rio.002:199353776:00033055,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,A97538A406C615D633137D0CA592CDE7DDAEE3B260D676A0F4674F54F2AC3A67,【麻理茉】「——是，教官！」<01>
72,pf:static:photonflowers11.rio.002:199353776:00033137,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,45733A8B063928DC6089D1A50708766F7A51A4B76C3D58FC70061E7658C244D7,我翻滚着躲进油桶的阴影，架起步枪。<01>
73,pf:static:photonflowers11.rio.002:199353776:00033307,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,47D73898C1241BA5981D5CAA688EF9CAAA7F085107728F091401168679C6A883,我用红点瞄准镜捕捉到目标。<01>
74,pf:static:photonflowers11.rio.002:199353776:00033417,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,D8B888798453A67796DA109FFE574F745E36F2E7F223FDC619CC354291513C5F,屏住呼吸后，双臂的颤抖一瞬间停了下来。<01>
75,pf:static:photonflowers11.rio.002:199353776:00033589,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,E7886378E084CEC78481CAA2BF07271AEAC22AB250EC5E49C6FC613B3F026D42,我立刻扣下扳机。<01>
76,pf:static:photonflowers11.rio.002:199353776:00033725,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,53CEBCA970FE55D0E62B541EB19E6FC49A97659A9A61692F370E3FAF959E8A33,枪响与后坐力过后片刻，<03>铁制标靶发出一声脆响。<01>
77,pf:static:photonflowers11.rio.002:199353776:00033999,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,86047B87A8DF6C806C6F0E7674AE970E67A6D3A88CA26F30F2ADBDB530740524,【教官2】「——很好，干得漂亮！全速冲到终点！！」<01>
78,pf:static:photonflowers11.rio.002:199353776:00034221,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,40FF8E490995A2C4D1FB373DCBB2E54529FE07D982A80DE4688BC01959550CFE,【麻理茉】「——是，教官！」<01>
79,pf:static:photonflowers11.rio.002:199353776:00034301,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,D60C0B3444B86023D0AE144C1AFA2BDCB01CEA93ED7FB805CA17FBE6ACB9FDF7,【教官2】「——把头低下！低得像要趴下去含住男人的裆一样！这不是你最拿手的吗！」<01>
80,pf:static:photonflowers11.rio.002:199353776:00034587,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,95F06A726C0DE286D6066344F9DD216D9BA9F9AFB491CFB91E5A05B0741ECABC,【麻理茉】「——明白，教官！」<01>
81,pf:static:photonflowers11.rio.002:199353776:00034689,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,7183FD19D06E8B4C29040248F2AD90E5A3B5EFD541C89293D89FCEFA00CED254,我遵照教官这番极其文雅的建议，<03>压低了头。<0A>背囊的重心随即压向前方。<01>
82,pf:static:photonflowers11.rio.002:199353776:00035033,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,C9C14B5B5D9B46B324394EFAA21C82630D399581B29DB1C60E5C1FC080763B3C,为了避免失去平衡向前摔倒，<03>我必须加快双腿的动作。<01>
83,pf:static:photonflowers11.rio.002:199353776:00035279,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,36CD24E42A15A7458D321F2419D8DA56D91C2D13C53810805A05E559F7D7F13B,双腿……<03>……<03>然后连全身都在发出悲鸣。<01>
84,pf:static:photonflowers11.rio.002:199353776:00035405,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,94A3FB596CBC307DCEF8BCAD591E66F9A87494902E172E448BF4049C6C263809,但这种痛苦也只需再忍一会儿。<0A>只要抵达终点……<03>……<03>只要到了那里……<03>……<03>就能休息了……<03>……<03>。<01>
85,pf:static:photonflowers11.rio.002:199353776:00035663,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,64B97C5E6B215D0824C161968CE81AC153405161BE06753C55EF99B8993D06D4,自从确认被称为BETA、与人类敌对的异星起源物种存在以来，<03>已经过去了20多年。<01>
86,pf:static:photonflowers11.rio.002:199353776:00036025,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,5C7BDF220B9266227F2B49F1B73EE0914AC0F0D916F3729CFE372A3DE32DE43F,这种超出地球生命常理的生物，<03>转眼间便席卷月球，压倒了人类。<01>
87,pf:static:photonflowers11.rio.002:199353776:00036349,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,B2500A3605D7D7F152A3AB7DD04015F041606616B035E89DD9D7FCACD6861E1E,后来抵达地球的BETA，<03>以喀什为据点不断扩大控制区，<03>但日本至今仍未直接受到它们的威胁。<01>
88,pf:static:photonflowers11.rio.002:199353776:00036803,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,0E5AAE0079C86D3789C9F8F79CBD0B102DD518D1C70A1BCA99FD9843473709D8,这是因为苏联与中国尽管展开着近乎绝望的焦土作战，<03>却仍凭着大国的骨气苦苦支撑。<01>
89,pf:static:photonflowers11.rio.002:199353776:00037249,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,769FE06FCE95BA9C30BD4ED5D6AD5B2D2346D60DC6DB04DE0FFA9D45D4DF8153,可是，<03>如果理论课上学到的BETA战力并未夸大，<03>那么它们把魔爪伸向帝国本土，应该也不会是太遥远的未来。<01>
90,pf:static:photonflowers11.rio.002:199353776:00037759,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,5DF14653A35DAD0A93B27034EEADDA524C4C5B3D0FBC3E11E71AD09BF70067DD,怀着成为教师的梦想进入大学后，<03>我没花多长时间，<03>就切身体会到了战争正在逼近这个国家的现实。<01>
91,pf:static:photonflowers11.rio.002:199353776:00038155,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,5E73DE238B7EA075D72886A61C465251639EEC800ADD219BE80753A656141272,大学预算几乎全部流向了可转用于军事的理论与尖端技术研究，<03>教育学部的入学人数远低于定额。<01>
92,pf:static:photonflowers11.rio.002:199353776:00038673,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,D06C10281F3D1B7B2C312C2A454E7251BF8794D90E9419A42D1E8E574E735E65,就连我们应当修习的教育学，<03>也在即将到来的军事优先社会中，<03>愈发极端地偏向于把孩子们培养成预备兵员。<01>
93,pf:static:photonflowers11.rio.002:199353776:00039199,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,CD522D6E1EB3A9CD46ABFC96F630EBB416D511CA1FCD70A442A80AB690898CFB,一个再也不容许『普通教育』这般奢侈的未来，<03>已经近在眼前。<01>
94,pf:static:photonflowers11.rio.002:199353776:00039479,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,68E299A5FED2F7B905902C933040007B63F087DF4AF26C3A2D0E1116AA602692,可是……<03>……<03>那样的未来并不是我想要的。<01>
95,pf:static:photonflowers11.rio.002:199353776:00039611,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,CA8ED7673E41248CBFFCBE1D9FC21A886843DBC048F95350FE8AD973D0BFDCB1,——一切不幸都始于无知。<0A>教育才是赋予人类的最强武器。<01>
96,pf:static:photonflowers11.rio.002:199353776:00039959,photonflowers11.rio.002,crsa:photonflowers11.rio.002@199353776,692BB8B38792B4A432F78E85DF9E43516682FAE500D2407C6C4FF986955DE686,这是促使我立志成为教师的那个人说过的话。<01>
